Code,Nome,Nome fantasia,Governança
INBD,INBRANDS S.A.,INBRANDS,-
INNC,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,INC SA,MA
INEI,INCOPAR EMPREENDIMENTOS IMOBILIARIOS LTDA.,INCOPAR EMP,-
KMLT,INDUSTRIA QUIMICA KIMBERLIT LTDA,KIMBERLIT,-
ICLB,INDÚSTRIAS COLOMBO S.A.,COLOMBO S.A,-
IDNO,INDUSTRIAS DUREINO S.A.,IND DUREINO,MB
INEP,INEPAR S.A. INDUSTRIA E CONSTRUCOES,INEPAR,-
INPT,INFRA 6 PARTICIPAÇÕES S.A.,INFRA 6 PART,-
IFRH,INFRA BR V RODOVIAS HOLDING II S.A,INFRA BRII,-
RHOL,INFRA BR V RODOVIAS HOLDING III S.A,INFRAHOLDIII,-
IFCM,INFRACOMMERCE CXAAS S.A.,INFRACOMM,NM
IFRB,INFRAESTRUTURA BRASIL HOLDING 35 S.A.,INFRA HOLDIN,-
INBH,INFRAESTRUTURA BRASIL HOLDING I S/A,INFRABR HOLD,-
IFBH,INFRAESTRUTURA BRASIL HOLDING II S.A.,INFRA BR II,-
IIIA,INFRAESTRUTURA BRASIL HOLDING III - A S.A,INFRAEST III,-
IBHQ,INFRAESTRUTURA BRASIL HOLDING IV S.A.,INFRABRASIL,-
HLIX,INFRAESTRUTURA BRASIL HOLDING IX,INFRAESTRUTU,-
IFBD,INFRAESTRUTURA BRASIL HOLDING XIX S.A.,BR HOLD XIX,-
IXVI,INFRAESTRUTURA BRASIL HOLDING XVI S.A.,BR HOLD XVI,-
XVII,INFRAESTRUTURA BRASIL HOLDING XVII S.A.,BR HOLD XVII,-
INNG,INFRAESTRUTURA BRASIL HOLDING XX S.A.,INFRABR XX,-
IBRH,INFRAESTRUTURA BRASIL HOLDING XXIV S.A,INFRABR XXIV,-
HXXV,INFRAESTRUTURA BRASIL HOLDING XXV S.A.,INFRA BRASIL,-
IRAB,INFRAMERICA CONCESSIONARIA DO AEROPORTO DE BRASILI,INFRAMERICA,-
INEN,INFRAVIX ENGENHARIA S.A,INFRAVIX,-
INSV,Inova Saude Sao Paulo SPE S.A.,INOVASAUDESP,-
INSR,Inova Saude Sorocaba SPE S.A.,INOVA SAUDE,-
INPS,INPASA AGROINDUSTRIAL S.A.,INPASA AGRO,-
INMP,INSPIRA MUDANÇA PARTICIPAÇÕES S/A,INSPIRA PART,-
INEL,INSPIRALI EDUCACAO S.A.,INSPIRALI SA,-
MARH,INTEGRACAO MARANHENSE TRANSMISSORA DE ENERGIA S.A.,MARAENERGIA,-
ITGT,INTEGRAÇÃO TRANSMISSORA DE ENERGIA S.A,INTEGTRANS,-
INTB,INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,INTELBRAS,NM
INBR,INTER CO INC,INTER CO,DR2
INHF,INTER HOLDING FINANCEIRA S.A.,INTER FIN,-
ICBR,INTERCEMENT BRASIL S.A.,INTERCEMENT,-
ITCT,INTERCEMENT PARTICIPACOES S.A.,INTERCEMENTP,-
IELM,INTERLIGACAO ELETRICA DO MADEIRA S/A,MADEIRA,-
IVAI,INTERLIGACAO ELETRICA IVAI S/A,ELETRICAIVAI,-
ELSJ,INTERLIGACAO ELETRICA SERRA DO JAPI S/A,SERRA,-
IPLO,INTERMARÍTIMA PORTOS E LOGÍSTICA S.A.,INTERMARÍ,-
MEAL,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,IMC S/A,NM
FIGE,INVESTIMENTOS BEMGE S.A.,INVEST BEMGE,-
IVPR,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,INVEPAR,MB
INXU,INXU ENERGIA II LTDA,INXU ENERGIA,-
INXE,INXU ENERGIA LTDA,INXU,-
MYPK,IOCHPE MAXION S.A.,IOCHP-MAXION,NM
IPIL,IP SUL CONCESSIONARIA DE ILUMINACAO PUBLICA S.A.,IP SUL ILUMI,-
IPIP,IPIRANGA PRODUTOS DE PETROLEO S.A.,IPIRANGAPROD,-
IPIA,IPIRANGA AGROINDUSTRIAL S.A.,IPIRANGA AGR,-
IRCT,IRACEMA TRANSMISSORA DE ENERGIA S/A,IRACEMA,-
RANI,IRANI PAPEL E EMBALAGEM S.A.,IRANI,NM
IRAP,IRAPURU HOLDING S.A,IRAPURU HOLD,-
IRBR,IRB - BRASIL RESSEGUROS S.A.,IRBBRASIL RE,NM
IMUF,IRMÃOS MUFFATO & CIA LTDA.,IRMÃOS MUFFA,-
IROH,IRON HOUSE DESENVOLVIMENTO IMOBILIARIO S.A.,IRONHOUSE,-
IRTH,IRTHA EMPREENDIMENTOS IMOBILIARIOS S.A.,IRTHA,-
ISAV,ISA INVESTIMENTOS E PARTICIPACOES DO BRASIL S.A.,ISAIBRASIL,-
ISHT,ISH TECH S.A.,ISHTECHSA,-
BSGO,ISHARES 0-3 MONTH TREASURY BOND ETF,BKR 0 3M TRS,DRE
BHYC,ISHARES 0-5 YEAR HIGH YIELD CORPORATE BOND ETF,BKR 0 5 YRHY,DRE
BSTI,ISHARES 0-5 YEAR TIPS BOND ETF,BKR STIP,DRE
BIGL,ISHARES 10 YEAR INVESTM GRADE CORPORATE BOND ETF,BKR10PLUSGC,DRE
BTLH,ISHARES 10-20 YEAR TREASURY BOND ETF,BKR 1020Y TB,DRE
BSHY,ISHARES 1-3 YEAR TREASURY BOND ETF,BKR 1 3 YRTR,DRE
BIGS,ISHARES 1-5 YEAR INVESTM GRADE CORPORATE BOND ETF,BKR 1 5YGRCO,DRE
BTLT,ISHARES 20 YEAR TREASURY BOND ETF,BKR 20YR TRS,DRE
BGOZ,ISHARES 25 YEAR TREASURY STRIPS BOND ETF,BKR TRSTRIPS,DRE
BIEI,ISHARES 3-7 YEAR TREASURY BOND ETF,BKR 3 7 YRTR,DRE
BIYT,ISHARES 7-10 YEAR TREASURY BOND ETF,BKR 7 10 YRT,DRE
BQLT,ISHARES AAA - A RATED CORPORATE BOND ETF,BKR A RATED,DRE
BIBB,ISHARES BIOTECHNOLOGY ETF,ICE BIOTECH,DRE
IBIT,ISHARES BITCOIN TRUST,BKR BITCOIN,DRE
BFXI,ISHARES CHINA LARGE-CAP ETF,CHINALARGECA,DRE
BICV,ISHARES CONVERTIBLE BOND ETF,BKR CNVTIBLE,DRE
BAOA,ISHARES CORE AGGRESSIVE ALLOCATION ETF,BKR AGR ALOC,DRE
BAOK,ISHARES CORE CONSERVATIVE ALLOCATION ETF,BKR CSV ALOC,DRE
BGWH,ISHARES CORE DIVIDEND GROWTH ETF,COREDIVGROWT,DRE
BAOR,ISHARES CORE GROWTH ALLOCATION ETF,BKR GRO ALOC,DRE
BHDV,ISHARES CORE HIGH DIVIDEND ETF,BKR CORE HDV,DRE
BIAG,ISHARES CORE INTERNATIONAL AGGREGATE BOND ETF,BKR INTLAGGT,DRE
BAOM,ISHARES CORE MODERATE ALLOCATION ETF,BKR MOD ALOC,DRE
BIEF,ISHARES CORE MSCI EAFE ETF,COREMSCIEAFE,DRE
BIEM,ISHARES CORE MSCI EMERGING MARKETS ETF,COREMSCI EMK,DRE
BIEU,ISHARES CORE MSCI EUROPE ETF,COREMSCI EUR,DRE
BIPC,ISHARES CORE MSCI PACIFIC ETF,BKR CORPACIF,DRE
BIXU,ISHARES CORE MSCI TOTAL INTERNATIONAL STOCK ETF,BKR TI STOCK,DRE
BIVB,ISHARES CORE S&P 500 ETF,CORE SP 500,DRE
BIJH,ISHARES CORE S&P MID-CAP ETF,CORE MIDCAP,DRE
BIJR,ISHARES CORE S&P SMALL-CAP ETF,CORESMALLCAP,DRE
BITO,ISHARES CORE S&P TOTAL US STOCK MARKET ETF,CORE SP TOTA,DRE
BIUS,ISHARES CORE TOTAL USD BOND MARKET ETF,BKR CORE TOT,DRE
BAGG,ISHARES CORE U.S. AGGREGATE BOND ETF,BKR US AGGRE,DRE
BUSR,ISHARES CORE US REIT ETF,CORE US REIT,DRE
BHEF,ISHARES CURRENCY HEDGED MSCI EAFE ETF,CURHEDGEMSCI,DRE
BHEZ,ISHARES CURRENCY HEDGED MSCI EUROZONE ETF,BKR CH EUROZ,DRE
BHEW,ISHARES CURRENCY HEDGED MSCI JAPAN ETF,BKR CH JAPAN,DRE
BIHA,ISHARES CYBERSECURITY AND TECH ETF,BKR CYBTECH,DRE
BDVE,ISHARES EMERGING MARKETS DIVIDEND ETF,BKR EMER DIV,DRE
BEGD,ISHARES ESG AWARE MSCI EAFE ETF,TRTMSCI EAFE,DRE
BEGE,ISHARES ESG AWARE MSCI EM ETF,INC ESG AWAR,DRE
BEGU,ISHARES ESG AWARE MSCI USA ETF,TRUSTMSCI US,DRE
BEAG,ISHARES ESG AWARE US AGGREGATE BOND ETF,BKR ESG AGGR,DRE
BSUC,ISHARES ESG AWARE USD CORPORATE BOND ETF,BKR ESG AWCP,DRE
BSUS,ISHARES ESG MSCI USA LEADERS ETF,ESGMSCIUSA L,DRE
ETHA,ISHARES ETHEREUM TRUST ETF,BKR ETHEREUM,DRE
BIEV,ISHARES EUROPE ETF,EUROPE ETF,DRE
BIET,ISHARES EXPANDED TECH-SOFTWARE SECTOR ETF,BKR TECHSOFT,DRE
BXTC,ISHARES EXPONENTIAL TECHNOLOGIES ETF,EXPON TECHNL,DRE
BFAL,ISHARES FALLEN ANGELS USD BOND ETF,BKR FLL ANGL,DRE
BFLO,ISHARES FLOATING RATE BOND ETF,BKR FLOAT RT,DRE
BARY,ISHARES FUTURE AI & TECH ETF,BKR FUT AIT,DRE
BIDN,ISHARES GENOMICS IMMUNOLOGY AND HEALTHCARE ETF,BKR GENO IMM,DRE
BGLC,ISHARES GLOBAL 100 ETF,BKR GLOB100,DRE
BICL,ISHARES GLOBAL CLEAN ENERGY ETF,BKR GL CLEAN,DRE
BKXI,ISHARES GLOBAL CONSUMER STAPLES ETF,BKR GB STAMP,DRE
BIXC,ISHARES GLOBAL ENERGY ETF,BKR GLB ENER,DRE
BIXG,ISHARES GLOBAL FINANCIALS ETF,BKR GL FIN,DRE
BIXJ,ISHARES GLOBAL HEALTHCARE ETF,GLOBALHEALTH,DRE
BIGF,ISHARES GLOBAL INFRASTRUCTURE ETF,GLOBAL INFRA,DRE
BGRT,ISHARES GLOBAL REIT ETF,GLOBAL REIT,DRE
BIXN,ISHARES GLOBAL TECH ETF,GLOBAL TECH,DRE
BIAU,ISHARES GOLD TRUST,GOLD TRUST,DRE
BCOM,ISHARES GSCI COMMODITY DYNAMIC ROLL STRATEGY ETF,BKR COMT ROL,DRE
BHYG,ISHARES IBOXX HIGH YIELD CORPORATE BOND ETF,BKR IBOXX HY,DRE
BLQD,ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF,BKR IBOX IGC,DRE
BIDV,ISHARES INTERNATIONAL SELECT DIVIDEND ETF,BKR INTL SLD,DRE
BIGO,ISHARES INTERNATIONAL TREASURY BOND ETF,BKR INTL TRS,DRE
BILF,ISHARES LATIN AMERICA 40 ETF,LATIN AMER40,DRE
BMBB,ISHARES MBS ETF,BKR MBS,DRE
BMRE,ISHARES MORTGAGE REAL ESTATE ETF,BKR MORTGAGE,DRE
BACW,ISHARES MSCI ACWI ETF,MSCI ACWI,DRE
BCRB,ISHARES MSCI ACWI LOW CARBON TARGET ETF,BKR LOWCARBO,DRE
BVEG,ISHARES MSCI AGRICULTURE PRODUCERS ETF,BKR GBL AGRO,DRE
BAAX,ISHARES MSCI ALL COUNTRY ASIA EX JAPAN ETF,MSCI ASIA JP,DRE
BEWA,ISHARES MSCI AUSTRALIA ETF,MSCIAUSTRALI,DRE
BEWZ,ISHARES MSCI BRAZIL ETF,MSCI BRAZIL,DRE
BEWC,ISHARES MSCI CANADA ETF,MSCI CANADA,DRE
BECH,ISHARES MSCI CHILE ETF,BKR CHILE,DRE
BCNY,ISHARES MSCI CHINA A ETF,BKR CHINA A,DRE
BCHI,ISHARES MSCI CHINA ETF,MSCI CHINA,DRE
BEFA,ISHARES MSCI EAFE ETF,MSCI EAFE,DRE
BEFG,ISHARES MSCI EAFE GROWTH ETF,MSCIEAFEGROW,DRE
BFAV,ISHARES MSCI EAFE MIN VOL FACTOR ETF,MSCIMINVOL F,DRE
BSCZ,ISHARES MSCI EAFE SMALL-CAP ETF,BKR MS EAFE,DRE
BEFV,ISHARES MSCI EAFE VALUE ETF,MSCIEAFEVALU,DRE
BEEM,ISHARES MSCI EMERGING MARKETS ETF,MSCI EMGMARK,DRE
BEMC,ISHARES MSCI EMERGING MARKETS EX CHINA ETF,BKR EME XCHI,DRE
BEMV,ISHARES MSCI EMERGING MARKETS MIN VOL FACTOR ETF,MSCIEMMRKMI,DRE
BEUF,ISHARES MSCI EUROPE FINANCIALS ETF,BKR EURP FNC,DRE
BEZU,ISHARES MSCI EUROZONE ETF,MSCIEUROZONE,DRE
BEWQ,ISHARES MSCI FRANCE ETF,MSCI FRANCE,DRE
BEWG,ISHARES MSCI GERMANY ETF,MSCI GERMANY,DRE
BPIC,ISHARES MSCI GLOBAL METALS & MINING PRODUCERS ETF,BKR GBMM PRD,DRE
BCWV,ISHARES MSCI GLOBAL MIN VOL FACTOR ETF,MSCIGLMIVOLF,DRE
BSDG,ISHARES MSCI GLOBAL SUSTAINABLE DEVELOP GOALS ETF,BKR GB SDVGO,DRE
BEWH,ISHARES MSCI HONG KONG ETF,MSCIHONGKONG,DRE
BNDA,ISHARES MSCI INDIA ETF,MSCI INDIA,DRE
BEWJ,ISHARES MSCI JAPAN ETF,MSCI JAPAN,DRE
BEWW,ISHARES MSCI MEXICO ETF,MSCI MEXICO,DRE
BEPP,ISHARES MSCI PACIFIC EX JAPAN ETF,BKR MSCI JPN,DRE
BERU,ISHARES MSCI RUSSIA ETF,BKR MS RUSS,DRE
BKSA,ISHARES MSCI SAUDI ARABIA ETF,BKR SAUDARAB,DRE
BEWY,ISHARES MSCI SOUTH KOREA ETF,MSCISOUTHKOR,DRE
BEWP,ISHARES MSCI SPAIN ETF,MSCI SPAIN,DRE
BEWL,ISHARES MSCI SWITZERLAND ETF,MSCI SWITZER,DRE
BEWT,ISHARES MSCI TAIWAN ETF,MSCI TAIWAN,DRE
BEWU,ISHARES MSCI UNITED KINGDOM ETF,MSCI UK,DRE
BEUW,ISHARES MSCI USA EQUAL WEIGHTED ETF,BKR EQUALWG,DRE
BUSA,ISHARES MSCI USA ESG SELECT ETF,BKR MS USA S,DRE
BUSM,ISHARES MSCI USA MIN VOL FACTOR ETF,MSCI US MVOL,DRE
BMTU,ISHARES MSCI USA MOMENTUM FACTOR ETF,MSCIUSAMOM F,DRE
BQUA,ISHARES MSCI USA QUALITY FACTOR ETF,MSCIUSQUAL F,DRE
BSIZ,ISHARES MSCI USA SIZE FACTOR ETF,MSCIUSASIZF,DRE
BVLU,ISHARES MSCI USA VALUE FACTOR ETF,MSCIUSVALUEF,DRE
BURT,ISHARES MSCI WORLD ETF,BKR MS WLD,DRE
BIGE,ISHARES NORTH AMERICAN NATURAL RESOURCES ETF,BKR NAM NATU,DRE
BPRS,ISHARES PREFERRED & INCOME SECURITIES ETF,PREFERINCOME,DRE
BREZ,ISHARES RESIDENTIAL MULTISECTOR REAL ESTATE ETF,BKR RESMULTS,DRE
BIWF,ISHARES RUSSELL 1000 GROWTH ETF,RUSSEL1000GR,DRE
BIWM,ISHARES RUSSELL 2000 ETF,RUSSELL 2000,DRE
BOEF,ISHARES S&P 100 ETF,BKR SP100,DRE
BIVW,ISHARES S&P 500 GROWTH ETF,SP500GROWTH,DRE
BIVE,ISHARES S&P 500 VALUE ETF,SP500 VALUE,DRE
BIJS,ISHARES S&P SMALL-CAP 600 VALUE ETF,BKR SPSM600V,DRE
BDVY,ISHARES SELECT DIVIDEND ETF,SELECT DIVID,DRE
BIDR,ISHARES SELF-DRIVING EV AND TECH ETF,BKR SELFDRIV,DRE
BSOX,ISHARES SEMICONDUCTOR ETF,BKR SEMICOND,DRE
BSHV,ISHARES SHORT TREASURY BOND ETF,BKR SHORT TR,DRE
BSLV,ISHARES SILVER TRUST,SILVER TRUST,DRE
BTIP,ISHARES TIPS BOND ETF,BKR TIP,DRE
BTFL,ISHARES TREASURY FLOATING RATE BOND ETF,BKR FLOT RTE,DRE
BIYM,ISHARES U.S. BASIC MATERIALS ETF,BKR BASICMAT,DRE
BIYE,ISHARES U.S. ENERGY ETF,BKR US ENER,DRE
BIYG,ISHARES U.S. FINANCIAL SERVICES ETF,USFINANCSERV,DRE
BIHF,ISHARES U.S. HEALTHCARE PROVIDERS ETF,BKR HEALTHPR,DRE
BITB,ISHARES U.S. HOME CONSTRUCTION ETF,BKR HM CNSTR,DRE
BIYJ,ISHARES U.S. INDUSTRIALS ETF,BKR US INDLS,DRE
BIHI,ISHARES U.S. MEDICAL DEVICES ETF,USMEDICDEVIC,DRE
BIAT,ISHARES U.S. REGIONAL BANKS ETF,BKR REGBANK,DRE
BAER,ISHARES US AEROSPACE & DEFENSE ETF,US AEROSPACE,DRE
BIYC,ISHARES US CONSUMER DISCRETIONARY ETF,BKR CODISCRT,DRE
BIYK,ISHARES US CONSUMER STAPLES ETF,BKR COSTAPLE,DRE
BIYF,ISHARES US FINANCIALS ETF,US FINANCIAL,DRE
BIFR,ISHARES US INFRASTRUCTURE ETF,BKR US INFRA,DRE
BIEO,ISHARES US OIL & GAS EXPLORATION & PRODUCTION ETF,BKR OIL GAS,DRE
BIHE,ISHARES US PHARMACEUTICALS ETF,BKR PHARMACL,DRE
BIYW,ISHARES US TECHNOLOGY ETF,US TECHNOLOG,DRE
BIYP,ISHARES US TRANSPORTATION ETF,BKR TRANSPTN,DRE
BGOV,ISHARES US TREASURY BOND ETF,BKR US TREAS,DRE
BUTL,ISHARES US UTILITIES ETF,BKR US UTILT,DRE
BBGR,ISHARES USD GREEN BOND ETF,BKR US GREEN,DRE
ISLU,ISOLUX ENERGIA E PARTICIPACOES S/A,ISOLUXPART,-
ISYS,I-SYSTEMS SOLUCOES DE INFRAESTRUTURA S/A,I-SYSTEMS,-
IMRC,ITAMARACA TRANSMISSORA SPE S.A,ITAMARACATRA,-
ITPB,ITAPEBI GERACAO DE ENERGIA S.A.,ITAPEBI,-
IPTO,ITAPOÁ PARTICIPAÇÕES S.A.,ITAPOAPARTI,-
ITPO,ITAPOA TERMINAIS PORTUARIOS S.A.,ITAPOA,-
IPLT,ITAPUA PARTICIPACOES LTDA,ITAPUA PART,-
ITMG,ITAREMA GERACAO DE ENERGIA S.A.,ITAREMAENERG,-
ITUB,ITAU UNIBANCO HOLDING S.A.,ITAUUNIBANCO,N1
ITSA,ITAUSA S.A.,ITAUSA,N1
ITQR,ITIQUIRA ENERGETICA S.A.,ITIQUIRAENER,-
PNEU,ITR COMERCIO DE PNEUS E PECAS S.A.,ITRCOMERCIOD,-
IVIE,IVI ENERGIA S.A.,IVI ENERGIA,-
JASD,J A SAUDE ANIMAL INDUSTRIA COMERCIO PRODUTOS VETER,JASAUDE ANIM,-
JMCD,J. MACEDO S.A.,J.MACEDO,-
JMEN,J. MALUCELLI ENERGIA S/A,JMALUC,-
JGRO,JA AGRONEGÓCIOS COMÉRCIO E DISTRIBUIÇÃO DE PRODUTO,JA AGRONE,-
JGRP,JAGUAR INDÚSTRIA E COMÉRCIO DE PLÁSTICOS S.A.,JAGUAR,-
JABS,JAIBA SE1 ENERGIAS RENOVÁVEIS S.A.,JAIBA SE1,-
JALL,JALLES MACHADO S.A.,JALLESMACHAD,NM
JTEE,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.,JANAUBA,-
JANU,JANUARIO DE NAPOLI GERACAO DE ENERGIA S/A,JANUARIO NG,-
JAUR,JAURU TRANSMISSORA DE ENERGIA S/A,JAURUENERGIA,-
JBSS,JBS S.A.,JBS,NM
JCPM,JCPM PARTICIPACOES E EMPREENDIMENTOS S/A,JCPMPARTICIP,-
JEFP,JEF INVESTIMENTOS S.A.,JEFINVEST,-
JFLV,JFL V HOUSE INVESTIMENTOS IMOBILIARIOS S. A.,JFLVHOUSE,-
JHMN,JHSF MANAUS EMPREENDIMENTOS E INCORPORACOES S.A.,JHSFMANAUS,-
JHSF,JHSF PARTICIPACOES S.A.,JHSF PART,NM
JICS,JIVE INVESTMENTS CONSULTORIA S.A.,JIVE INVEST,-
JFEN,JOAO FORTES ENGENHARIA S.A.,JOAO FORTES,-
INTN,JOHN DEERE DTVM LTDA,JOHN DEERE,-
JOPA,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,JOSAPAR,-
JELE,JOTA ELE CONSTRUCOES CIVIS S.A.,JOTAELE,-
BBCN,JPMORGAN BETABUILDERS CANADA ETF,JP BTB CANAD,DRE
BBAJ,JPMORGAN BETABUILDERS DEV ASIA PACIFIC-EX JPN ETF,JP BTB ASIA,DRE
BBER,JPMORGAN BETABUILDERS EUROPE ETF,JP BTB EUROP,DRE
BBIL,JPMORGAN BETABUILDERS INTERNATIONAL EQUITY ETF,JP BTB INTL,DRE
BBJP,JPMORGAN BETABUILDERS JAPAN ETF,JP BTB JAPAO,DRE
BBMR,JPMORGAN BETABUILDERS MSCI US REIT ETF,JP BTB REIT,DRE
BBUS,JPMORGAN BETABUILDERS US EQUITY ETF,JP BTB USEQ,DRE
BMCE,JPMORGAN BETABUILDERS US MID CAP EQUITY ETF,JP BTB RETUR,DRE
JPCB,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,MORGANBC,-
BPEM,JPMORGAN DIVERSIFIED RETURN EMERG MARKT EQUITY ETF,JP DV US EME,DRE
BJPI,JPMORGAN DIVERSIFIED RETURN INTERNATION EQUITY ETF,JP RETU INTL,DRE
BPUS,JPMORGAN DIVERSIFIED RETURN US EQUITY ETF,JP DIVRET US,DRE
BPME,JPMORGAN DIVERSIFIED RETURN US MID CAP EQUITY ETF,JP DV USMID,DRE
BDRE,JPMORGAN DIVERSIFIED RETURN US SMALLCAP EQUITY ETF,JP DV US SM,DRE
BMOM,JPMORGAN US MOMENTUM FACTOR ETF,JP US MO FAC,DRE
BJQU,JPMORGAN US QUALITY FACTOR ETF,JP QLT FACT,DRE
BVLF,JPMORGAN US VALUE FACTOR ETF,JP US VL FAC,DRE
JSLG,JSL S.A.,JSL,NM
JURU,JURUENA PARTICIPACOES E INVESTIMENTOS S/A,JURUENA PART,-
KBUM,KABUM COMÉRCIO ELETRÔNICO S.A.,KABUMCOMÉRC,-
KLAS,KALLAS INCORPORACOES E CONSTRUCOES S.A.,KALLAS,-
KNST,KANASTRA SECURITIZADORA S.A.,KANASTRA,-
CTKA,KARSTEN S.A.,KARSTEN,-
KATA,KATAYAMA ALIMENTOS LTDA,KATAYAMA,-
KATR,KATRIUM INDUSTRIAS QUIMICAS S/A,KATRIUM INDU,-
KCTS,KC TEC. SERV. IMOB. DE INTERNET. EMP. E PART. LTDA,KCTECINTERNE,-
KEPL,KEPLER WEBER S.A.,KEPLER WEBER,NM
KGFC,KING FOOD COMERCIO DE ALIMENTOS S/A,KINGFOOD,-
HSBC,KIRTON BANK S.A - BANCO MULTIPLO,KIRTONBM,-
KLBN,KLABIN S.A.,KLABIN S/A,N2
KOMP,KOMPASS COMPANHIA SECURITIZADORA DE CRÉDITOS FINAN,KOMPASS COMP,-
KRSA,KORA SAÚDE PARTICIPAÇÕES S.A,KORA SAUDE,NM
KPEP,KPAR EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,KPAR EMP,-
BKBA,KRANESHARES BOSERA MSCI CHINA A 50 CONNECT IDX ETF,KR MSCI CH50,DRE
BKWB,KRANESHARES CSI CHINA INTERNET ETF,KR CSI CHINA,DRE
KRTC,KRONA TUBOS E CONEXÕES LTDA,KRONA,-
KUHN,KUHN DO BRASIL S.A. ¿ IMPLEMENTOS AGRICOLAS,KUHN,-
KRMA,KURUMA VEICULOS S/A,KURUMA,-
TUTO,LABORATORIO TEUTO BRASILEIRO S.A.,LABTEUTOBR,-
LSBI,LABORATORIO SABIN DE ANALISES CLINICAS S.A.,LAB SABIN SA,-
HOLC,LAFARGEHOLCIM BRASIL S.A.,LAFARGEHOLCI,-
LCEI,LAGO CENTER EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAGO CENTER,-
LGOP,LAGO DA PEDRA PARTICIPACOES S/A,LAGOPEDRAPAR,-
LGER,LAGOA 1 ENERGIA RENOVAVEL S.A.,LAGOA1,-
LJDE,LAJEADO ENERGIA S.A.,LAJEADOENERG,-
LMBE,LAMBDA ENERGIA S.A..,LAMBDAENERG,-
LBDA,LAMBDA II ENERGIA S/A,LAMBDA II,MB
LRGO,LARGO DA CARIOCA PARTICIPACOES S.A.,LARGODACARIO,-
LHII,LAVRAS II HOLDING 2 S.A,LAVRASIIHOLD,-
LAVV,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVVI,NM
LMDS,LAZAM  MDS CORRETORA ADMINISTRADORA SEGUROS S.A.,LAZAMMDSCOR,-
LCEN,LC ENERGIA HOLDING SA,LC ENERGIA H,-
LCIN,LC INVESTIMENTOS HOLDING S.A..,LC INVESTIME,-
LCEH,LC-EH PARTICIPACOES E EMPREENDIMENTOS S.A.,LCEHPART,-
LIND,LDI DESENVOLVIMENTO IMOBILIARIO S/A,LDI,-
LSPL,LEASEPLAN ARRENDAMENTO MERCANTIL S/A,LEASEPLANAM,-
LEMV,LEMVIG RJ INFRAESTRUTURA E REDES DE TELECOMUNICAC0,LEMVIG,-
LELE,LEST LINHAS DE ENERGIA DO SERTAO TRANSMISSORA S.A.,LEST LINHAS,-
LETS,LETS RENT A CAR S/A,LETSRENTACAR,-
LFPP,LFP PARTICIPACOES S/A,LFP PARTICIP,-
GENT,LG INFORMÁTICA S.A.,LUGAR DE GNT,-
LMED,LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.,LIFEMED,MA
CPTM,LIGGA TELECOMUNICACOES S.A.,LIGGA TELEC,-
LGTE,LIGHT ENERGIA S.A.,LIGHTENERG,-
LIGT,LIGHT S.A.,LIGHT S/A,NM
LIGH,LIGHT SERVICOS DE ELETRICIDADE S.A.,LIGHT,-
LMOV,LIGUE MOVEL S.A.,LIGUEMOVELSA,-
LNAM,LINEA AMARILLA BRASIL PARTICIPACOES S.A..,LINEA,-
LMSA,LINHA AMARELA S.A. - LAMSA,AMARELA,-
LINH,LINHARES GERACAO S/A,LINHARESSA,-
LTTE,LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.,TAUBATE,-
LTMC,LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A.,MONTESCLAROS,-
LXIN,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,XINGU,-
LINS,LINS AGROINDUSTRIAL S.A.,LINS AGRO,-
LTEL,LITEL PARTICIPACOES S.A.,LITEL,MB
LTLA,LITELA PARTICIPAÇÕES S.A.,LITELA,MB
LVTC,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A,WDC NETWORKS,NM
LMTP,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO,LM TRANSPORT,-
LOAA,LOA ADMINISTRADORA E INCORPORADORA S/A,LOA ADM INC,-
LOCF,LOC FROTAS LOCAÇÕES S.A.,LOCFROTAS,-
LCFR,LOCALFRIO S.A. - ARMAZENS GERAIS FRIGORIFICOS,LOCALFRIO,-
TFLE,LOCALIZA FLEET S.A.,LOCALFLEET,-
RENT,LOCALIZA RENT A CAR S.A.,LOCALIZA,NM
LCAR,LOCAR GUINDASTES E TRANSPORTES INTERMODAIS S.A.,LOCAR,-
LOCN,LOCON EMPREENDIMENTOS LTDA.,LOCON EMPR,-
LOGG,LOG COMMERCIAL PROPERTIES,LOG COM PROP,NM
LOGP,LOG E PRINT DADOS VARIAVEIS S.A,LOGEPRINT,-
